Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotacion AM
"CHIHUAHUA, CHI",215415,CHUA TRASLADO,15,4,0.26666666666666666,13,41,3.1538461538461537
"CHIHUAHUA, CHI",215415,,14,2,0.14285714285714285,13,40,3.076923076923077
"PUEBLA, PUEBLA.",153307,,1,1,1,1,3,3
"LINARES, N.L",161602,LNRS DISTRIBUCION FORANEO,6,0,0,6,17,2.8333333333333335
"GUADALUPE, N.L.",200535,GDLP TRASLADO,19,1,0.05263157894736842,18,49,2.7222222222222223
"LINARES, N.L",161602,,6,0,0,6,16,2.6666666666666665
AZCAPOTZALCO DF,215709,,0,0,0,2,5,2.5
AZCAPOTZALCO DF,215709,AZCP PICKING DOBLADO,0,0,0,2,5,2.5
BENITO JUAREZ QROO,159605,CNCN DISTRIBUCION RAC,2,0,0,2,5,2.5
BENITO JUAREZ QROO,159605,,2,0,0,2,5,2.5
"GUADALUPE, N.L.",200535,,19,2,0.10526315789473684,18,41,2.2777777777777777
"GUADALUPE, N.L.",200525,GDLP DESCARGA,31,10,0.3225806451612903,31,69,2.225806451612903
"GUADALUPE, N.L.",200525,,34,4,0.11764705882352941,32,71,2.21875
"TECAMAC, EDO ME",201825,,34,1,0.029411764705882353,31,65,2.096774193548387
"TECAMAC, EDO ME",201825,TCMC TRASLADO,34,5,0.14705882352941177,31,65,2.096774193548387
"CHIHUAHUA, CHI",215416,CHUA DESCARGA,19,3,0.15789473684210525,18,37,2.0555555555555554
"PUEBLA, PUEBLA.",153307,PBLA MEDIA MILLA,1,0,0,1,2,2
OAXACA OAXACA,157503,,1,0,0,1,2,2
"TIJUANA, BCN",153511,,1,0,0,1,2,2
AZCAPOTZALCO DF,215708,AZCP PICKING COLGADO,1,0,0,1,2,2
"TIJUANA, BCN",153511,TJNA COORDINACION TRANSPORTE,1,0,0,1,2,2
"PARRAL, CHIHUAH",156203,PRRL DISTRIBUCION FORANEO,1,1,1,2,4,2
"GUADALUPE, N.L.",200538,,3,1,0.3333333333333333,2,4,2
"PARRAL, CHIHUAH",156203,,2,0,0,2,4,2
"QUERETARO, QRO.",153003,,1,1,1,2,4,2
"TAMPICO, TAM.",153402,,1,0,0,1,2,2
"CHIHUAHUA, CHI",215416,,18,3,0.16666666666666666,18,35,1.9444444444444444
"TALA, JAL",348902,TALA DISTRIBUCION,13,4,0.3076923076923077,13,25,1.9230769230769231
"QUERETARO, QRO.",153004,QRTO DISTRIBUCION FORANEO,3,2,0.6666666666666666,5,9,1.8
"QUERETARO, QRO.",153004,,6,2,0.3333333333333333,5,9,1.8
"POZA RICA, VER.",161203,,5,2,0.4,5,9,1.8
SAN LUIS POTOSI,212206,,14,5,0.35714285714285715,14,25,1.7857142857142858
"TALA, JAL",348902,,15,2,0.13333333333333333,13,23,1.7692307692307692
"CD VICTORIA,TAM",160903,,4,0,0,4,7,1.75
"CD VICTORIA,TAM",160903,CDVC DISTRIBUCION FORANEO,4,0,0,4,7,1.75
"TUXPAN,VERACRUZ",165201,TXPN DISTRIBUCION,9,0,0,8,13,1.625
"LEON, GTO.",215301,,17,3,0.17647058823529413,16,26,1.625
"TUXPAN,VERACRUZ",165201,,9,0,0,8,13,1.625
SAN LUIS POTOSI,212206,#N/A,13,2,0.15384615384615385,13,21,1.6153846153846154
OAXACA OAXACA,157505,OAXC DISTRIBUCION I FORANEO,0,0,0,5,8,1.6
"POZA RICA, VER.",161203,PZRC DISTRIBUCION FORANEO,6,1,0.16666666666666666,5,8,1.6
"MEXICALI, BCN.",201413,,15,1,0.06666666666666667,16,25,1.5625
TLAQUEPAQUE,159508,TLQP EMBARQUES III,9,3,0.3333333333333333,13,20,1.5384615384615385
CUAUTITLAN IZCA,201314,CTLZ DESCARGA I,59,1,0.01694915254237288,53,81,1.528301886792453
"MONTERREY, N.L.",200513,,35,7,0.2,38,58,1.5263157894736843
CD CUAUHTEMOC,153802,CDCC DISTRIBUCION FORANEO,2,0,0,2,3,1.5
TLAQUEPAQUE,159505,TLQP DESCARGA II,30,6,0.2,34,51,1.5
"GUADALUPE, N.L.",200538,GDLP DISTRIBUCION III,3,0,0,2,3,1.5
"LOS MOCHIS, SIN",201514,LMCH LOTEO,8,3,0.375,10,15,1.5
"CHIHUAHUA, CHI",151603,CHUA DISTRIBUCION FORANEO,2,0,0,2,3,1.5
CUAUTITLAN IZCA,201327,,2,0,0,2,3,1.5
"GUADALUPE, N.L.",200529,,8,3,0.375,10,15,1.5
"LEON, GTO.",215301,LEON ZAPATERIA,16,4,0.25,16,24,1.5
"CHIHUAHUA, CHI",215414,CHUA SUMINISTROS,2,0,0,2,3,1.5
"MONTERREY, N.L.",154001,,9,1,0.1111111111111111,10,15,1.5
"QUERETARO, QRO.",153003,QRTO DISTRIBUCION RAC,1,1,1,2,3,1.5
AZCAPOTZALCO DF,210703,AZCP HABILITADO MOTOS,4,0,0,4,6,1.5
"MEXICALI, BCN.",201413,MXLI TRASLADO,15,1,0.06666666666666667,16,24,1.5
"CHIHUAHUA, CHI",215420,,5,1,0.2,6,9,1.5
AZCAPOTZALCO DF,210703,,4,0,0,4,6,1.5
CUAUTITLAN IZCA,201327,CTLZ SUMINISTROS,2,0,0,2,3,1.5
"LOS MOCHIS, SIN",201514,,10,1,0.1,10,15,1.5
TLAQUEPAQUE,218110,,19,3,0.15789473684210525,19,28,1.4736842105263157
CUAUTITLAN IZCA,201328,CTLZ TRASLADO,40,8,0.2,38,56,1.4736842105263157
GUADALAJARA JAL,215604,,16,3,0.1875,15,22,1.4666666666666666
GUADALAJARA JAL,215603,,15,1,0.06666666666666667,13,19,1.4615384615384615
TLAQUEPAQUE,159505,,34,2,0.058823529411764705,34,49,1.4411764705882353
TLAQUEPAQUE,159504,TLQP DESCARGA I,34,4,0.11764705882352941,37,53,1.4324324324324325
TLAQUEPAQUE,159504,,37,2,0.05405405405405406,37,53,1.4324324324324325
TEXCOCO EDO MEX,218230,,9,2,0.2222222222222222,7,10,1.4285714285714286
SAN JUAN D RIO,160202,SNJR DISTRIBUCION FORANEO,10,2,0.2,12,17,1.4166666666666667
"CUAUTLANCINGO, PUE",201207,,22,5,0.22727272727272727,29,41,1.4137931034482758
"CUAUTLANCINGO, PUE",201207,CTLG RACK,28,5,0.17857142857142858,30,42,1.4
OAXACA OAXACA,157505,,1,0,0,5,7,1.4
"MONTERREY, N.L.",200513,MTRY TRASLADO,41,5,0.12195121951219512,38,53,1.394736842105263
GUADALAJARA JAL,215603,GDLJ ZAPATERIA,14,1,0.07142857142857142,13,18,1.3846153846153846
TLAQUEPAQUE,159508,,12,0,0,13,18,1.3846153846153846
CUAUTITLAN IZCA,201326,CTLZ PISO,12,1,0.08333333333333333,11,15,1.3636363636363635
"GOMEZ PAL, DGO.",200317,,32,5,0.15625,36,49,1.3611111111111112
CUAUTITLAN IZCA,201314,,56,2,0.03571428571428571,54,73,1.3518518518518519
VERACRUZ VER,165303,,58,9,0.15517241379310345,59,79,1.3389830508474576
"CHIHUAHUA, CHI",215417,CHUA EMBARQUES,5,1,0.2,6,8,1.3333333333333333
SAN JUAN D RIO,160202,,13,1,0.07692307692307693,12,16,1.3333333333333333
GUADALAJARA JAL,153903,GDLJ EMBARQUES I,10,0,0,9,12,1.3333333333333333
AZCAPOTZALCO DF,215704,AZCP COLGADO II,4,0,0,6,8,1.3333333333333333
GUADALAJARA JAL,153903,,10,0,0,9,12,1.3333333333333333
"CHIHUAHUA, CHI",215420,CHUA ZONA CEDIS MUEBLES,6,1,0.16666666666666666,6,8,1.3333333333333333
SAN LUIS POTOSI,152207,,3,0,0,3,4,1.3333333333333333
GUADALAJARA JAL,215604,GDLJ DOBLADO,16,0,0,15,20,1.3333333333333333
SAN LUIS POTOSI,152207,SNLP II DISTRIBUCIÓN FORANEO ,3,0,0,3,4,1.3333333333333333
TLAQUEPAQUE,218110,TLQP HABILITADO,20,1,0.05,19,25,1.3157894736842106
CUAUTITLAN IZCA,201328,,40,2,0.05,39,51,1.3076923076923077
"TECAMAC, EDO ME",201821,TCMC LOTEO,13,0,0,13,17,1.3076923076923077
"MONTERREY, N.L.",200514,,25,2,0.08,23,30,1.3043478260869565
"GUADALUPE, N.L.",200526,,23,2,0.08695652173913043,20,26,1.3
"MONTERREY, N.L.",150716,MTRY DISTRIBUCION VII,16,2,0.125,17,22,1.2941176470588236
VERACRUZ VER,165303,VRCZ DESCARGA,64,6,0.09375,58,75,1.293103448275862
"IXTAPALUCA, E.M",201625,,7,0,0,7,9,1.2857142857142858
GUADALAJARA JAL,200611,,8,1,0.125,7,9,1.2857142857142858
"GOMEZ PAL, DGO.",200317,GPLC DESCARGA I,34,6,0.17647058823529413,36,46,1.2777777777777777
"MONTERREY, N.L.",150716,,17,1,0.058823529411764705,18,23,1.2777777777777777
CUAUTITLAN IZCA,201326,,12,1,0.08333333333333333,11,14,1.2727272727272727
"TECAMAC, EDO ME",201814,,10,1,0.1,11,14,1.2727272727272727
"TECAMAC, EDO ME",201814,TCMC EMBARQUES II,10,0,0,11,14,1.2727272727272727
"MONTERREY, N.L.",154001,MTRY EMBARQUES I,9,0,0,11,14,1.2727272727272727
"LA BARCA, JAL.",152501,,8,0,0,8,10,1.25
"CUAUTLANCINGO, PUE",169908,CTLG DESCARGA II,67,9,0.13432835820895522,60,75,1.25
"LA BARCA, JAL.",152501,LBCA DISTRIBUCION,8,1,0.125,8,10,1.25
"MONTERREY, N.L.",154006,,23,5,0.21739130434782608,25,31,1.24
TEXCOCO EDO MEX,218233,,17,2,0.11764705882352941,17,21,1.2352941176470589
"MONTERREY, N.L.",200514,MTRY RACK,25,2,0.08,23,28,1.2173913043478262
"LINARES, N.L",161601,,5,0,0,5,6,1.2
"GUADALUPE, N.L.",200529,GDLP LOTEO,10,2,0.2,10,12,1.2
"LINARES, N.L",161601,LNRS DISTRIBUCION,5,0,0,5,6,1.2
"TECAMAC, EDO ME",201812,TCMC DISTRIBUCION II,21,8,0.38095238095238093,20,24,1.2
"NAVOJOA, SON.",151302,,5,1,0.2,5,6,1.2
"GUADALUPE, N.L.",200526,GDLP DISTRIBUCION I,23,1,0.043478260869565216,20,24,1.2
"TAMPICO, TAM.",163003,,6,1,0.16666666666666666,6,7,1.1666666666666667
AZCAPOTZALCO DF,215704,,4,0,0,6,7,1.1666666666666667
"CHIHUAHUA, CHI",215418,,6,3,0.5,6,7,1.1666666666666667
TEXCOCO EDO MEX,218206,,28,3,0.10714285714285714,30,35,1.1666666666666667
TEXCOCO EDO MEX,218230,TXCC MODULO LINEA EXTENDIDA,7,1,0.14285714285714285,7,8,1.1428571428571428
TEZIUTLAN,164402,TZTL DISTRIBUCION FORANEO,6,0,0,7,8,1.1428571428571428
GUADALAJARA JAL,200611,GDLJ TALLER DE SERVICIOS 2,8,0,0,7,8,1.1428571428571428
TEXCOCO EDO MEX,218206,TXCC TRASLADO,30,1,0.03333333333333333,30,34,1.1333333333333333
TLAQUEPAQUE,202216,,22,3,0.13636363636363635,24,27,1.125
"MERIDA, YUCATAN",201726,,7,1,0.14285714285714285,8,9,1.125
"IXTAPALUCA, E.M",201625,IXTP PISO,7,2,0.2857142857142857,8,9,1.125
"MONTERREY, N.L.",154006,MTRY DESCARGA I,26,3,0.11538461538461539,25,28,1.12
TEXCOCO EDO MEX,218233,#N/A,17,0,0,17,19,1.1176470588235294
"HERMOSILLO, SON",200211,,28,4,0.14285714285714285,26,29,1.1153846153846154
"PUEBLA, PUEBLA.",216104,,24,5,0.20833333333333334,26,29,1.1153846153846154
"CUAUTLANCINGO, PUE",169908,,67,5,0.07462686567164178,62,69,1.1129032258064515
"TECAMAC, EDO ME",201812,,26,0,0,21,23,1.0952380952380953
CUAUTITLAN IZCA,157002,CTLZ DISTRIBUCION I,13,1,0.07692307692307693,11,12,1.0909090909090908
CUAUTITLAN IZCA,157002,,12,1,0.08333333333333333,11,12,1.0909090909090908
TEXCOCO EDO MEX,218236,,11,2,0.18181818181818182,12,13,1.0833333333333333
"TECAMAC, EDO ME",201821,,13,0,0,13,14,1.0769230769230769
SAN LUIS POTOSI,152202,SNLP DISTRIBUCION II,14,0,0,13,14,1.0769230769230769
"MONTERREY, N.L.",200512,MTRY LOTEO,15,2,0.13333333333333333,14,15,1.0714285714285714
TEXCOCO EDO MEX,218215,,13,2,0.15384615384615385,14,15,1.0714285714285714
OAXACA OAXACA,157502,,18,2,0.1111111111111111,16,17,1.0625
"CUAUTLANCINGO, PUE",201203,,16,1,0.0625,16,17,1.0625
"CUAUTLANCINGO, PUE",201203,CTLG TALLER DE SERVICIOS 1,17,1,0.058823529411764705,16,17,1.0625
TEXCOCO EDO MEX,218222,,23,5,0.21739130434782608,20,21,1.05
"MONTERREY, N.L.",154002,MTRY DISTRIBUCION II,24,3,0.125,22,23,1.0454545454545454
"GOMEZ PAL, DGO.",215812,GPLC HABILITADO,23,1,0.043478260869565216,22,23,1.0454545454545454
"MONTERREY, N.L.",154002,,23,2,0.08695652173913043,22,23,1.0454545454545454
"HERMOSILLO, SON",215909,HLLO PICKING DOBLADO,23,1,0.043478260869565216,23,24,1.0434782608695652
"PUEBLA, PUEBLA.",216104,PBLA COLGADO I,26,2,0.07692307692307693,26,27,1.0384615384615385
"CUAUTLANCINGO, PUE",169907,CTLG DISTRIBUCION V,31,3,0.0967741935483871,26,27,1.0384615384615385
"TECAMAC, EDO ME",201815,,50,2,0.04,52,53,1.0192307692307692
"CUAUTLANCINGO, PUE",201212,CTLG TLASLADO,58,3,0.05172413793103448,53,54,1.0188679245283019
"HERMOSILLO, SON",200225,,1,0,0,1,1,1
"MERIDA, YUCATAN",201717,MRDA LOTEO,10,0,0,10,10,1
"CHIHUAHUA, CHI",151602,,2,0,0,2,2,1
SAN LUIS POTOSI,152204,,1,0,0,1,1,1
"CHIHUAHUA, CHI",151603,,2,0,0,2,2,1
"GUADALUPE, N.L.",200534,,6,0,0,6,6,1
"MERIDA, YUCATAN",201726,MRDA HABILITADO MOTOS,8,0,0,8,8,1
"HERMOSILLO, SON",215909,,23,1,0.043478260869565216,23,23,1
"IXTAPALUCA, E.M",216911,,0,0,0,1,1,1
"CD VICTORIA,TAM",160902,,1,0,0,1,1,1
CD CUAUHTEMOC,153802,,2,0,0,2,2,1
"REYNOSA, TAM.",155102,RYNS DISTRIBUCION RAC,1,0,0,1,1,1
"OMETEPEC, GUERRERO",169002,,0,1,0,1,1,1
AYUTLA DE LOS LIBRES,159802,AYLI OPERACION Y EQ DE TRANSP,0,1,0,1,1,1
"CHIHUAHUA, CHI",215417,,5,0,0,6,6,1
"MEXICALI, BCN.",215209,MXLI COLGADO II,8,0,0,8,8,1
"LEON, GTO.",200425,LEON SUMINISTROS,2,1,0.5,2,2,1
LAZARO CARDENAS,156901,LCRS DISTRIBUCION,12,1,0.08333333333333333,11,11,1
"MAZATLAN, SIN.",150502,MZTN DISTRIBUCION RAC,3,0,0,3,3,1
OAXACA OAXACA,157506,OAXC DISTRIBUCION II FORANEO,0,0,0,5,5,1
"CHIHUAHUA, CHI",151602,CHUA DISTRIBUCIÓN RAC,2,0,0,2,2,1
SAN LUIS POTOSI,212201,,4,0,0,5,5,1
"CD OBREGON, SON",150402,CDOB DISTRIBUCION RAC,1,0,0,1,1,1
GUADALAJARA JAL,215610,,8,1,0.125,8,8,1
"MEXICALI, BCN.",215209,,7,1,0.14285714285714285,8,8,1
"GUADALUPE, N.L.",200533,,2,0,0,2,2,1
"ZACATECAS, ZAC",154403,ZCTS DISTRIBUCION RAC,2,0,0,2,2,1
AYUTLA DE LOS LIBRES,159802,,0,0,0,1,1,1
"OMETEPEC, GUERRERO",169001,,12,2,0.16666666666666666,9,9,1
"GUADALUPE, N.L.",200534,GDLP TALLER DE SERVICIOS,6,0,0,6,6,1
"NAVOJOA, SON.",151302,NVJA DISTRIBUCION FORANEO,5,0,0,5,5,1
SAN LUIS POTOSI,212201,#N/A,6,1,0.16666666666666666,5,5,1
"TECAMAC, EDO ME",201815,TCMC DESCARGA I,52,2,0.038461538461538464,52,52,1
ZACATLAN D L MA,162803,ZCTL DISTRIBUCION FORANEO,4,0,0,4,4,1
"HERMOSILLO, SON",200211,HLLO DISTRIBUCION III,26,6,0.23076923076923078,26,26,1
ZACATLAN D L MA,162803,,4,0,0,4,4,1
SAN LUIS POTOSI,152202,,14,0,0,13,13,1
VILLAHERMOSA,156707,VLLH DISTRIBUCION VI AA,2,0,0,2,2,1
"HERMOSILLO, SON",200225,HLLO SUMINISTROS,1,1,1,1,1,1
"TAMPICO, TAM.",163003,TMPC DISTRIBUCION FORANEO,6,1,0.16666666666666666,6,6,1
"MAZATLAN, SIN.",150502,,3,0,0,3,3,1
AGUASCALIENTES,212105,AGSC TRASLADO,11,0,0,10,10,1
"MONTERREY, N.L.",200512,,15,0,0,14,14,1
OAXACA OAXACA,157502,OAXC DISTRIBUCION II,18,1,0.05555555555555555,16,16,1
SAN LUIS POTOSI,151706,,6,1,0.16666666666666666,2,2,1
OAXACA OAXACA,157504,OAXC DISTRIBUCIÓN RAC II,2,0,0,1,1,1
"MATEHUALA, SLP",166901,MTHL DISTRIBUCION,6,0,0,6,6,1
"MORELIA, MICH.",152102,,2,0,0,1,1,1
"CD OBREGON, SON",150402,,1,0,0,1,1,1
ATLACOMULCO,164901,ATLC DISTRIBUCION,9,1,0.1111111111111111,8,8,1
"GUADALUPE, N.L.",200533,GDLP SUMINISTROS,2,0,0,2,2,1
LAZARO CARDENAS,156901,,11,2,0.18181818181818182,11,11,1
"IXTAPALUCA, E.M",216911,IXTP ENVIO A CLIENTES,0,0,0,1,1,1
"MONTERREY, N.L.",154007,MTRY EMBARQUES II,10,1,0.1,13,13,1
"MINERAL DE LA R,HGO",163302,,1,0,0,1,1,1
VILLA ALBERTO ALVARA,202402,VINO OPERACION Y EQ DE TRANSP,1,0,0,1,1,1
SAN LUIS POTOSI,212204,,2,0,0,2,2,1
CUAUTITLAN IZCA,216802,,17,2,0.11764705882352941,18,18,1
"CD VICTORIA,TAM",160902,CDVC DISTRIBUCION RAC,1,0,0,1,1,1
"MEXICALI, BCN.",150715,,4,2,0.5,3,3,1
SAN LUIS POTOSI,152204,SNLP DISTRIBUCION RAC,1,0,0,1,1,1
"MEXICALI, BCN.",201423,,2,0,0,2,2,1
"LEON, GTO.",200425,,2,0,0,2,2,1
GUADALAJARA JAL,200615,,11,0,0,10,10,1
"CD JUAREZ, CHIU",150106,CDJZ II DISTRIUCION FORANEO,2,0,0,2,2,1
"MINERAL DE LA R,HGO",163302,MNRL DISTRIBUCIÓN RAC,1,0,0,1,1,1
"TAMPICO, TAM.",153402,TMPC OPERACION Y EQ DE TRANSP,1,0,0,2,2,1
"MORELIA, MICH.",152102,MORL DISTRIBUCIÓN RAC,1,0,0,1,1,1
AZCAPOTZALCO DF,215708,,1,0,0,1,1,1
"MONTERREY, N.L.",154007,,10,0,0,13,13,1
"TECAMAC, EDO ME",201824,TCMC SUMINISTROS,2,0,0,2,2,1
"MEXICALI, BCN.",201423,MXLI COORDINACION TRANSP,2,0,0,2,2,1
SAN LUIS POTOSI,212204,#N/A,2,0,0,2,2,1
"MONTERREY, N.L.",215511,MTRY SORTER,43,1,0.023255813953488372,40,40,1
GUADALAJARA JAL,200615,GDLJ RACK,11,0,0,10,10,1
"TECAMAC, EDO ME",201820,TCMC BODEGA MUEBLES,6,0,0,5,5,1
"ZACATECAS, ZAC",154403,,2,0,0,2,2,1
TLAQUEPAQUE,202213,,3,1,0.3333333333333333,3,3,1
VILLA ALBERTO ALVARA,202402,,1,0,0,1,1,1
"IXTAPALUCA, E.M",201627,IXTP TRASLADO,26,1,0.038461538461538464,31,30,0.967741935483871
"IXTAPALUCA, E.M",201627,,33,1,0.030303030303030304,31,30,0.967741935483871
"MONTERREY, N.L.",215501,MTRY DOBLADO,55,3,0.05454545454545454,57,55,0.9649122807017544
"CUAUTLANCINGO, PUE",169907,,32,0,0,26,25,0.9615384615384616
"HERMOSILLO, SON",215910,HLLO STAFF BODEGA ROPA,16,3,0.1875,26,25,0.9615384615384616
TLAQUEPAQUE,202216,TLQP TRASLADO II,23,3,0.13043478260869565,25,24,0.96
"HERMOSILLO, SON",215910,,16,0,0,25,24,0.96
"GOMEZ PAL, DGO.",215812,,23,1,0.043478260869565216,22,21,0.9545454545454546
TUXTLA GUTIERRE,162501,TXGT DISTRIBUCION,22,1,0.045454545454545456,21,20,0.9523809523809523
TEXCOCO EDO MEX,218207,,18,6,0.3333333333333333,21,20,0.9523809523809523
"LA BARCA, JAL.",152502,,24,2,0.08333333333333333,21,20,0.9523809523809523
CUAUTITLAN IZCA,216802,CTLZ ZAPATERIA,18,4,0.2222222222222222,18,17,0.9444444444444444
"CUAUTLANCINGO, PUE",201212,,55,5,0.09090909090909091,54,51,0.9444444444444444
"GOMEZ PAL, DGO.",200318,GPLC DESCARGA II,37,4,0.10810810810810811,36,34,0.9444444444444444
"CUAUTLANCINGO, PUE",169905,CTLG DESCARGA,67,0,0,65,61,0.9384615384615385
"QUERETARO, QRO.",153002,,17,0,0,16,15,0.9375
"QUERETARO, QRO.",153002,QRTO DISTRIBUCION II,17,2,0.11764705882352941,16,15,0.9375
TEXCOCO EDO MEX,218204,TXCC DESCARGA 2,41,1,0.024390243902439025,42,39,0.9285714285714286
TEXCOCO EDO MEX,218215,TXCC EMBARQUE 2,14,1,0.07142857142857142,14,13,0.9285714285714286
"MONTERREY, N.L.",215511,,43,0,0,40,37,0.925
TEXCOCO EDO MEX,218236,#N/A,11,2,0.18181818181818182,12,11,0.9166666666666666
CUAUTITLAN IZCA,216809,CTLZ STAFF BODEGA ROPA,26,1,0.038461538461538464,24,22,0.9166666666666666
CUAUTITLAN IZCA,216801,CTLZ DOBLADO,24,0,0,23,21,0.9130434782608695
"MONTERREY, N.L.",215501,,54,3,0.05555555555555555,57,52,0.9122807017543859
"TAMPICO, TAM.",153401,,11,1,0.09090909090909091,11,10,0.9090909090909091
AGUASCALIENTES,212105,,11,1,0.09090909090909091,10,9,0.9
"MONTERREY, N.L.",154004,MTRY DISTRIBUCION IV,21,1,0.047619047619047616,20,18,0.9
"MONTERREY, N.L.",154009,MTRY DISTRIBUCION VI,10,1,0.1,10,9,0.9
"LA BARCA, JAL.",152502,LBCA DISTRIBUCION FORANEO,22,1,0.045454545454545456,20,18,0.9
TLAQUEPAQUE,202214,TLQP TLASLADO,21,2,0.09523809523809523,20,18,0.9
"MONTERREY, N.L.",154009,,10,0,0,10,9,0.9
"REYNOSA, TAM.",155101,,29,5,0.1724137931034483,29,26,0.896551724137931
CUAUTITLAN IZCA,201111,CTLZ HABILITADO MOTOS,9,0,0,9,8,0.8888888888888888
CUAUTITLAN IZCA,201313,,7,3,0.42857142857142855,9,8,0.8888888888888888
"OMETEPEC, GUERRERO",169001,OMTP DISTRIBUCION,11,1,0.09090909090909091,9,8,0.8888888888888888
"CHIHUAHUA, CHI",151605,CHUA OPERACION EQ TRANSPORTE,21,1,0.047619047619047616,18,16,0.8888888888888888
GUADALAJARA JAL,215608,GDLJ PICKING COLGADO,25,2,0.08,25,22,0.88
GUADALAJARA JAL,153901,,28,1,0.03571428571428571,25,22,0.88
"LEON, GTO.",215303,,15,3,0.2,16,14,0.875
"SALTILLO, COAH.",151501,,15,3,0.2,16,14,0.875
"GUADALUPE, N.L.",200528,,9,0,0,8,7,0.875
"GUADALUPE, N.L.",200528,GDLP EMBARQUES I,9,1,0.1111111111111111,8,7,0.875
GUADALAJARA JAL,215610,GDLJ STAFF BODEGA ROPA,8,1,0.125,8,7,0.875
ATLACOMULCO,164901,,9,1,0.1111111111111111,8,7,0.875
TLAQUEPAQUE,218104,,22,3,0.13636363636363635,23,20,0.8695652173913043
"MAZATLAN, SIN.",150501,MZTN DISTRIBUCION,22,3,0.13636363636363635,22,19,0.8636363636363636
"CHIHUAHUA, CHI",151601,,23,3,0.13043478260869565,22,19,0.8636363636363636
"GOMEZ PAL, DGO.",200325,GPLC TRASLADO,32,4,0.125,36,31,0.8611111111111112
TEZIUTLAN,164402,,7,0,0,7,6,0.8571428571428571
"MINERAL DE LA R,HGO",163303,,7,1,0.14285714285714285,7,6,0.8571428571428571
"MONTERREY, N.L.",154004,,21,2,0.09523809523809523,21,18,0.8571428571428571
IZTAPALAPA D.F.,201023,,7,1,0.14285714285714285,7,6,0.8571428571428571
"GUADALUPE, N.L.",200530,GDLP OFICINA CONTROL,7,0,0,7,6,0.8571428571428571
TLAQUEPAQUE,202214,,22,1,0.045454545454545456,21,18,0.8571428571428571
TUXTLA GUTIERRE,162501,,22,1,0.045454545454545456,21,18,0.8571428571428571
TEXCOCO EDO MEX,218222,TXCC DISTRIBUCION 2,22,1,0.045454545454545456,20,17,0.85
"TOLUCA, EDO MEX",202123,TOLC PISO,14,0,0,13,11,0.8461538461538461
"CUAUTLANCINGO, PUE",169905,,60,5,0.08333333333333333,65,55,0.8461538461538461
"IXTAPALUCA, E.M",201623,IXTP DESCARGA II,19,0,0,19,16,0.8421052631578947
GUADALAJARA JAL,153901,GDLJ DISTRIBUCION I,26,1,0.038461538461538464,25,21,0.84
GUADALAJARA JAL,215608,,25,1,0.04,25,21,0.84
"MONTERREY, N.L.",154003,,25,2,0.08,25,21,0.84
TEXCOCO EDO MEX,218204,,49,3,0.061224489795918366,43,36,0.8372093023255814
TLAQUEPAQUE,202212,,11,1,0.09090909090909091,12,10,0.8333333333333334
"HERMOSILLO, SON",200224,,4,1,0.25,6,5,0.8333333333333334
AZCAPOTZALCO DF,215702,,5,0,0,6,5,0.8333333333333334
TIERRA BLANCA,167102,,0,0,0,6,5,0.8333333333333334
"ALTAMIRANO, GUERRERO",168802,ALTN DISTRIBUCIÓN FORANEO,12,0,0,12,10,0.8333333333333334
"TECAMAC, EDO ME",201813,,12,0,0,12,10,0.8333333333333334
TEXCOCO EDO MEX,218209,TXCC RACK XL,24,1,0.041666666666666664,24,20,0.8333333333333334
"MATEHUALA, SLP",166901,,6,0,0,6,5,0.8333333333333334
"TECAMAC, EDO ME",201813,TCMC EMBARQUES I,12,0,0,12,10,0.8333333333333334
AZCAPOTZALCO DF,215702,AZCP ZAPATERIA,5,0,0,6,5,0.8333333333333334
"LEON, GTO.",201425,,7,1,0.14285714285714285,6,5,0.8333333333333334
"GUADALUPE, N.L.",200333,,7,1,0.14285714285714285,6,5,0.8333333333333334
"GOMEZ PAL, DGO.",200325,,32,1,0.03125,35,29,0.8285714285714286
TLAQUEPAQUE,218104,TLQP ZAPATERIA,20,3,0.15,23,19,0.8260869565217391
SAN LUIS POTOSI,152201,,12,0,0,11,9,0.8181818181818182
VERACRUZ VER,202018,VRCZ TRASLADO,36,3,0.08333333333333333,33,27,0.8181818181818182
"CHIHUAHUA, CHI",151601,CHUA DISTRIBUCION,22,2,0.09090909090909091,22,18,0.8181818181818182
AZCAPOTZALCO DF,200722,AZCP LOTEO,11,0,0,11,9,0.8181818181818182
PUERTO ESCONDIDO,167401,PTOE DISTRIBUCION,11,1,0.09090909090909091,11,9,0.8181818181818182
"TAMPICO, TAM.",153401,TMPC DISTRIBUCION,10,1,0.1,11,9,0.8181818181818182
AZCAPOTZALCO DF,200722,,10,0,0,11,9,0.8181818181818182
SAN LUIS POTOSI,152201,SNLP DISTRIBUCION,12,1,0.08333333333333333,11,9,0.8181818181818182
"GOMEZ PAL, DGO.",200318,,37,2,0.05405405405405406,37,30,0.8108108108108109
"TOLUCA, EDO MEX",153210,,30,4,0.13333333333333333,26,21,0.8076923076923077
"HERMOSILLO, SON",200223,HLLO RACK,9,4,0.4444444444444444,10,8,0.8
"HERMOSILLO, SON",200223,,10,0,0,10,8,0.8
