Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotacion AM
CUAUTITLAN IZCA,157003,CTLZ DISTRIBUCION IV,18,0,0,15,6,0.4
"LOS MOCHIS, SIN",201510,,10,0,0,10,4,0.4
SAN ANDRES TUXTLA,162702,,7,0,0,5,2,0.4
VILLAHERMOSA,156705,,26,0,0,20,8,0.4
CULIACAN SIN.,215108,,43,0,0,43,17,0.3953488372093023
"GOMEZ PAL, DGO.",215809,,26,0,0,28,11,0.39285714285714285
GUADALAJARA JAL,153902,,29,0,0,28,11,0.39285714285714285
CULIACAN SIN.,215115,,29,0,0,28,11,0.39285714285714285
"CD JUAREZ, CHIU",150104,CDJZ DISTRIBUCION,23,2,0.08695652173913043,23,9,0.391304347826087
CULIACAN SIN.,200119,,38,0,0,41,16,0.3902439024390244
"TOLUCA, EDO MEX",153203,TOLC TALLER DE SERVICIOS 1,18,0,0,18,7,0.3888888888888889
"CUAUTLANCINGO, PUE",201201,,20,1,0.05,18,7,0.3888888888888889
TEXCOCO EDO MEX,218231,TXCC REPOSICIÓN,18,1,0.05555555555555555,18,7,0.3888888888888889
"MONTERREY, N.L.",200510,,20,2,0.1,18,7,0.3888888888888889
"LEON, GTO.",215308,,18,1,0.05555555555555555,18,7,0.3888888888888889
"TOLUCA, EDO MEX",153203,,18,0,0,18,7,0.3888888888888889
CUAUTLA MORELOS,158201,,18,0,0,18,7,0.3888888888888889
CUAUTLA MORELOS,158201,CTLA DISTRIBUCION,18,0,0,18,7,0.3888888888888889
AZCAPOTZALCO DF,200707,AZCP DISTRIBUCION I,32,0,0,31,12,0.3870967741935484
TECAMAC,201853,,67,6,0.08955223880597014,57,22,0.38596491228070173
VERACRUZ VER,217106,VRCZ COLGADO II,12,1,0.08333333333333333,13,5,0.38461538461538464
"ZACATECAS, ZAC",154401,,13,0,0,13,5,0.38461538461538464
"TECAMAC, EDO ME",217460,,9,0,0,13,5,0.38461538461538464
"MINERAL DE LA R,HGO",163301,,13,0,0,13,5,0.38461538461538464
"TOLUCA, EDO MEX",211502,TOLC HABILITADO MOTOS,14,1,0.07142857142857142,13,5,0.38461538461538464
"TIJUANA, BCN",215217,,25,1,0.04,26,10,0.38461538461538464
"MINERAL DE LA R,HGO",163301,MNRL DISTRIBUCION,13,0,0,13,5,0.38461538461538464
"TOLUCA, EDO MEX",211502,,14,0,0,13,5,0.38461538461538464
"LOS MOCHIS, SIN",150601,,14,1,0.07142857142857142,13,5,0.38461538461538464
TEXCOCO EDO MEX,218214,TXCC EMBARQUE 1,13,1,0.07692307692307693,13,5,0.38461538461538464
"IXTAPALUCA, E.M",216909,,28,0,0,26,10,0.38461538461538464
"IXTAPALUCA, E.M",216909,IXTP STAFF BODEGA ROPA,28,1,0.03571428571428571,26,10,0.38461538461538464
"MEXICALI, BCN.",215207,,20,0,0,21,8,0.38095238095238093
TLAQUEPAQUE,202204,,21,0,0,21,8,0.38095238095238093
"MEXICALI, BCN.",215207,MXLI STAFF BODEGA ROPA,20,0,0,21,8,0.38095238095238093
"BANDERILLA, VER",161302,,16,0,0,16,6,0.375
GUADALAJARA JAL,200604,GDLJ TALLER DE SERVICIOS1,16,0,0,16,6,0.375
PUTLA VILLA DE GUERR,166201,,8,0,0,8,3,0.375
"GUADALUPE, N.L.",200531,,8,0,0,8,3,0.375
TEXCOCO EDO MEX,218205,TXCC OFICINA CONTROL,16,0,0,16,6,0.375
TEXCOCO EDO MEX,218218,TXCC TALLER DE SERVICIOS 3,15,1,0.06666666666666667,16,6,0.375
TECAMAC,201840,TCMD BODEGA MUEBLES,9,0,0,8,3,0.375
TLAQUEPAQUE,159513,TLQP DISTRIBUCION VIII AA,8,0,0,8,3,0.375
"LOS MOCHIS, SIN",217301,,15,0,0,16,6,0.375
"MINATITLAN, VER",156104,MNTN DISTRIBUCION FORANEO,10,0,0,8,3,0.375
TLAQUEPAQUE,202209,,25,0,0,24,9,0.375
PUTLA VILLA DE GUERR,166201,PTLA DISTRIBUCION,8,0,0,8,3,0.375
"MINATITLAN, VER",156104,,10,0,0,8,3,0.375
CUAUTITLAN IZCA,201317,CTLZ TALLER DE SERVICIO 3,15,0,0,16,6,0.375
CUAUTITLAN IZCA,157003,,17,1,0.058823529411764705,16,6,0.375
CUAUTITLAN IZCA,201323,,17,0,0,16,6,0.375
"LEON, GTO.",200410,LEON DESCARGA I,46,1,0.021739130434782608,51,19,0.37254901960784315
"MEXICALI, BCN.",150702,MXLI DISTRIBUCION I,27,0,0,27,10,0.37037037037037035
BENITO JUAREZ QROO,159601,CNCN DISTRIBUCION I,29,3,0.10344827586206896,27,10,0.37037037037037035
BENITO JUAREZ QROO,159601,,28,1,0.03571428571428571,27,10,0.37037037037037035
"CORDOBA, VER.",154301,,31,4,0.12903225806451613,27,10,0.37037037037037035
VILLAHERMOSA,156704,VLLH DESCARGA I,48,2,0.041666666666666664,46,17,0.3695652173913043
TEXCOCO EDO MEX,218221,,21,0,0,19,7,0.3684210526315789
TLAQUEPAQUE,218101,TLQP COLGADO I,14,1,0.07142857142857142,19,7,0.3684210526315789
AGUASCALIENTES,212106,AGSC DESCARGA,21,0,0,19,7,0.3684210526315789
TEXCOCO EDO MEX,218221,TXCC DISTRIBUCION 1,21,1,0.047619047619047616,19,7,0.3684210526315789
"MORELIA, MICH.",152101,,21,1,0.047619047619047616,19,7,0.3684210526315789
"PUEBLA, PUEBLA.",216108,,30,0,0,30,11,0.36666666666666664
"MINATITLAN, VER",156101,MNTN DISTRIBUCION,10,1,0.1,11,4,0.36363636363636365
TEXCOCO EDO MEX,218217,,14,0,0,11,4,0.36363636363636365
"CUAUTLANCINGO, PUE",201205,,21,1,0.047619047619047616,22,8,0.36363636363636365
SAN JUAN D RIO,160201,SNJR DISTRIBUCION,11,0,0,11,4,0.36363636363636365
S LUIS DE LA PAZ GTO,165001,SNLD DISTRIBUCION,11,0,0,11,4,0.36363636363636365
"SALAMANCA, GTO",160402,SLMC DISTRIBUCION FORANEO,11,1,0.09090909090909091,11,4,0.36363636363636365
"TECAMAC, EDO ME",201807,TCMC TALLER DE SERVICIOS 1,21,1,0.047619047619047616,22,8,0.36363636363636365
"LEON, GTO.",215304,LEON PICKING ZAPATO,10,1,0.1,11,4,0.36363636363636365
"SALAMANCA, GTO",160402,,11,0,0,11,4,0.36363636363636365
"LEON, GTO.",215304,,11,0,0,11,4,0.36363636363636365
"TOLUCA, EDO MEX",153202,,24,2,0.08333333333333333,22,8,0.36363636363636365
"JOJUTLA, MORELOS",167301,JJTL DISTRIBUCION,11,0,0,11,4,0.36363636363636365
CULIACAN SIN.,200111,,22,0,0,22,8,0.36363636363636365
SAN JUAN D RIO,160201,,11,0,0,11,4,0.36363636363636365
"MEXICALI, BCN.",220425,MXLI TRASLADO IMPORTACION,21,4,0.19047619047619047,22,8,0.36363636363636365
"TOLUCA, EDO MEX",202122,,26,0,0,25,9,0.36
BENITO JUAREZ QROO,217001,,25,2,0.08,25,9,0.36
"HERMOSILLO, SON",200222,HLLO OPERACION EQ TRANSPORTE,40,1,0.025,39,14,0.358974358974359
AZCAPOTZALCO DF,200733,AZCP DIST RAC,26,1,0.038461538461538464,28,10,0.35714285714285715
"GOMEZ PAL, DGO.",215807,,14,1,0.07142857142857142,14,5,0.35714285714285715
"XALAPA,VERACRUZ",161301,,14,0,0,14,5,0.35714285714285715
"TECAMAC, EDO ME",217460,TCMC ENVIO A CLIENTES,11,0,0,14,5,0.35714285714285715
TLAQUEPAQUE,159502,TLQP DISTRIBUCION II,14,2,0.14285714285714285,14,5,0.35714285714285715
"XALAPA,VERACRUZ",161301,XLPA DISTRIBUCION,13,1,0.07692307692307693,14,5,0.35714285714285715
"CD JUAREZ, CHIU",215405,CDJZ PICKING,14,0,0,14,5,0.35714285714285715
SAN ANDRES TUXTLA,162701,,13,4,0.3076923076923077,14,5,0.35714285714285715
TLAQUEPAQUE,159502,,14,0,0,14,5,0.35714285714285715
"IXTAPALUCA, E.M",216902,IXTP ZAPATERIA,15,0,0,14,5,0.35714285714285715
AZCAPOTZALCO DF,200733,,28,1,0.03571428571428571,28,10,0.35714285714285715
TLAQUEPAQUE,202208,TLQP OPERACION EQ TRANSPOR III,44,1,0.022727272727272728,45,16,0.35555555555555557
TLAQUEPAQUE,202208,,45,0,0,45,16,0.35555555555555557
VILLAHERMOSA,156706,,45,0,0,45,16,0.35555555555555557
"IRAPUATO, GTO.",154601,IRPT DISTRIBUCION,12,0,0,17,6,0.35294117647058826
CUAUTITLAN IZCA,211301,CTLZ TALLER AUTOMOTRIZ,16,1,0.0625,17,6,0.35294117647058826
"MONTERREY, N.L.",215510,MTRY STAFF BODEGA ROPA,17,2,0.11764705882352941,17,6,0.35294117647058826
CUAUTITLAN IZCA,211301,,17,0,0,17,6,0.35294117647058826
CUAUTITLAN IZCA,216807,,17,1,0.058823529411764705,17,6,0.35294117647058826
"GOMEZ PAL, DGO.",200307,GPLC DISTRIBUCION II,20,0,0,20,7,0.35
"LOS MOCHIS, SIN",150602,,21,0,0,20,7,0.35
"MERIDA, YUCATAN",201716,MRDA OPERACION EQ TRANSPORTE,46,0,0,43,15,0.3488372093023256
"TOLUCA, EDO MEX",217807,,23,0,0,23,8,0.34782608695652173
VILLAHERMOSA,156706,VLLH DESCARGA II,44,4,0.09090909090909091,46,16,0.34782608695652173
"PUEBLA, PUEBLA.",216109,,26,1,0.038461538461538464,26,9,0.34615384615384615
IZTAPALAPA D.F.,201025,,22,1,0.045454545454545456,26,9,0.34615384615384615
"PUEBLA, PUEBLA.",216109,PBLA STAFF BODEGA ROPA,26,0,0,26,9,0.34615384615384615
"LEON, GTO.",200426,LEON TRASLADO,34,1,0.029411764705882353,35,12,0.34285714285714286
"MERIDA, YUCATAN",201716,,47,0,0,44,15,0.3409090909090909
VERACRUZ VER,202016,,9,1,0.1111111111111111,9,3,0.3333333333333333
SAN LUIS POTOSI,212207,,3,0,0,3,1,0.3333333333333333
"HERMOSILLO, SON",200204,HLLO TALLER DE SERVICIOS 1,11,0,0,12,4,0.3333333333333333
TLAQUEPAQUE,202206,,12,0,0,12,4,0.3333333333333333
"MONTERREY, N.L.",154012,,16,1,0.0625,15,5,0.3333333333333333
VERACRUZ VER,217105,VRCZ COLGADO I,11,1,0.09090909090909091,12,4,0.3333333333333333
"ORIZABA, VER.",155301,ORZB DISTRIBUCION,13,1,0.07692307692307693,12,4,0.3333333333333333
TEXCOCO EDO MEX,218201,,6,0,0,6,2,0.3333333333333333
"MANZANILLO, COL",158002,MZLL DISTRIBUCION FORANEO,6,0,0,6,2,0.3333333333333333
"TECAMAC, EDO ME",217405,,19,0,0,21,7,0.3333333333333333
AZCAPOTZALCO DF,200726,AZCP SUMINISTROS,3,0,0,3,1,0.3333333333333333
S JOSE DEL CABO,155701,SNJC DISTRIBUCION,12,0,0,12,4,0.3333333333333333
"MORELIA, MICH.",152101,MORL DISTRIBUCION,20,0,0,18,6,0.3333333333333333
SAN LUIS POTOSI,152206,,3,0,0,3,1,0.3333333333333333
CULIACAN SIN.,200110,CLCN TALLER DE SERVICIOS 2,15,1,0.06666666666666667,15,5,0.3333333333333333
"TOLUCA, EDO MEX",217805,TOLC ZAPATERIA,21,1,0.047619047619047616,21,7,0.3333333333333333
"HUAUCHINANGO,PUEBLA",169602,,10,0,0,9,3,0.3333333333333333
AGUASCALIENTES,212101,,6,0,0,6,2,0.3333333333333333
"TOLUCA, EDO MEX",211501,TOLC TALLER AUTOMOTRIZ,19,0,0,18,6,0.3333333333333333
"HUAUCHINANGO,PUEBLA",169602,HCHG DISTRIBUCION,10,0,0,9,3,0.3333333333333333
"MATAMOROS, TAM.",156603,,3,1,0.3333333333333333,3,1,0.3333333333333333
"GUADALUPE, N.L.",210603,,4,0,0,3,1,0.3333333333333333
"ALTAMIRA, TAM",168302,,3,0,0,3,1,0.3333333333333333
"MONTERREY, N.L.",215506,,4,1,0.25,6,2,0.3333333333333333
TEXCOCO EDO MEX,218234,,6,0,0,3,1,0.3333333333333333
"MONTERREY, N.L.",200516,,2,1,0.5,3,1,0.3333333333333333
ZUMPANGO EDO MEXICO,160501,ZMPG DISTRIBUCION,15,0,0,12,4,0.3333333333333333
CUAUTITLAN IZCA,201312,CTLZ EMBARQUES II,11,0,0,12,4,0.3333333333333333
"MEXICALI, BCN.",201407,,9,1,0.1111111111111111,9,3,0.3333333333333333
"TECAMAC, EDO ME",217404,TCMC ZONA BODEGA ROPA,3,0,0,3,1,0.3333333333333333
"TOLUCA, EDO MEX",217805,,21,1,0.047619047619047616,21,7,0.3333333333333333
"TECAMAC, EDO ME",217405,TCMC COLGADO I,17,1,0.058823529411764705,21,7,0.3333333333333333
"LEON, GTO.",215308,LEON PICKING DOBLADO,18,0,0,18,6,0.3333333333333333
"RIO VERDE, SLP",165701,RVDE DISTRIBUCION,12,0,0,12,4,0.3333333333333333
TEXCOCO EDO MEX,218234,#N/A,3,0,0,3,1,0.3333333333333333
CHETUMAL QROO,512702,,3,0,0,3,1,0.3333333333333333
SAN LUIS POTOSI,212207,#N/A,3,0,0,3,1,0.3333333333333333
S JOSE DEL CABO,155701,,12,0,0,12,4,0.3333333333333333
VERACRUZ VER,217107,VRCZ PICKING COLGADO,17,1,0.058823529411764705,18,6,0.3333333333333333
SAN LUIS POTOSI,152206,SNLP I DISTRIIBUCION FORANEO,3,0,0,3,1,0.3333333333333333
AGUASCALIENTES,212101,AGSC LOTEO,6,0,0,6,2,0.3333333333333333
"IRAPUATO, GTO.",164602,,7,1,0.14285714285714285,3,1,0.3333333333333333
IZTAPALAPA D.F.,201025,IZTP TRASLADO,25,0,0,27,9,0.3333333333333333
"IXTAPALUCA, E.M",216907,,9,0,0,9,3,0.3333333333333333
"IXTAPALUCA, E.M",216905,,10,1,0.1,9,3,0.3333333333333333
"IXTAPALUCA, E.M",201633,,5,0,0,6,2,0.3333333333333333
GUADALAJARA JAL,200609,GDLJ OFICINA CONTROL,9,0,0,9,3,0.3333333333333333
"HERMOSILLO, SON",200204,,11,0,0,12,4,0.3333333333333333
"HERMOSILLO, SON",200222,,40,0,0,39,13,0.3333333333333333
"ORIZABA, VER.",155301,,13,0,0,12,4,0.3333333333333333
TIERRA BLANCA,167101,TBCA DISTRIBUCION,14,0,0,6,2,0.3333333333333333
"HERMOSILLO, SON",210402,,3,0,0,3,1,0.3333333333333333
AGUAPRIETA SON,159001,,6,0,0,6,2,0.3333333333333333
VERACRUZ VER,217105,,11,0,0,12,4,0.3333333333333333
TLAQUEPAQUE,202215,,27,2,0.07407407407407407,27,9,0.3333333333333333
"MATAMOROS, TAM.",156603,MTMS DISTRIBUCION FORANEO,4,0,0,3,1,0.3333333333333333
"IXTAPALUCA, E.M",201633,IXTP HABILITADO MOTOS,5,0,0,6,2,0.3333333333333333
"GUADALUPE, N.L.",210603,GDLP HABILITADO DE MOTOS,4,0,0,3,1,0.3333333333333333
"MANZANILLO, COL",158002,,6,0,0,6,2,0.3333333333333333
"IXTAPALUCA, E.M",201615,IXTP EMBARQUES,10,0,0,12,4,0.3333333333333333
GUADALAJARA JAL,200620,,6,1,0.16666666666666666,6,2,0.3333333333333333
GUADALAJARA JAL,200609,,9,0,0,9,3,0.3333333333333333
VILLAHERMOSA,200912,VLLH SUMINISTROS,3,0,0,3,1,0.3333333333333333
"IXTAPALUCA, E.M",216907,IXTP PICKING COLGADO,8,0,0,9,3,0.3333333333333333
"MONTERREY, N.L.",154012,MTRY DIST RAC,16,0,0,15,5,0.3333333333333333
CULIACAN SIN.,200110,,15,0,0,15,5,0.3333333333333333
CULIACAN SIN.,210802,CLCN HABILITADO MOTOS,3,0,0,3,1,0.3333333333333333
CULIACAN SIN.,210802,,3,0,0,3,1,0.3333333333333333
"MAPASTEPEC, CHIAPAS",160704,,8,1,0.125,6,2,0.3333333333333333
S CRISTOBAL CHI,161001,,15,0,0,12,4,0.3333333333333333
"HERMOSILLO, SON",210402,HLLO HABILITADO MOTOS,3,0,0,3,1,0.3333333333333333
"TIJUANA, BCN",215217,TJNA DESCARGA,25,0,0,27,9,0.3333333333333333
"MEXICALI, BCN.",211402,MXLI HABILITADO MOTOS,3,0,0,3,1,0.3333333333333333
AZCAPOTZALCO DF,200726,,3,0,0,3,1,0.3333333333333333
"HERMOSILLO, SON",200217,HLLO LOTEO,5,0,0,6,2,0.3333333333333333
VILLAHERMOSA,216210,,20,2,0.1,21,7,0.3333333333333333
S CRISTOBAL CHI,161001,SNCC DISTRIBUCION,15,0,0,12,4,0.3333333333333333
VILLAHERMOSA,200912,,3,0,0,3,1,0.3333333333333333
"TOLUCA, EDO MEX",217804,TOLC DOBLADO,28,1,0.03571428571428571,28,9,0.32142857142857145
TECAMAC,201853,TCMD OP. EQ. TRANSPORTE II,68,2,0.029411764705882353,56,18,0.32142857142857145
GUADALAJARA JAL,200613,GDLJ OPERACION EQ TRANSPORTE,26,2,0.07692307692307693,28,9,0.32142857142857145
GUADALAJARA JAL,200613,,26,0,0,28,9,0.32142857142857145
"MONTERREY, N.L.",215505,MTRY COLGADO II,26,2,0.07692307692307693,28,9,0.32142857142857145
"CUAUTLANCINGO, PUE",201205,CTLG TALLER DE SERVICIOS 3,21,0,0,22,7,0.3181818181818182
"TOLUCA, EDO MEX",217802,TOLC COLGADO I,18,2,0.1111111111111111,19,6,0.3157894736842105
TEXCOCO EDO MEX,218223,TXCC DISTRIBUCION 3,21,1,0.047619047619047616,19,6,0.3157894736842105
"TOLUCA, EDO MEX",217802,,19,0,0,19,6,0.3157894736842105
CHILPANCINGO GR,158102,CHPG DISTRIBUCION FORANEO,24,0,0,19,6,0.3157894736842105
"CUAUTLANCINGO, PUE",201202,CTLG TALLER AUTOMOTRIZ,22,0,0,19,6,0.3157894736842105
"LEON, GTO.",200426,,35,0,0,35,11,0.3142857142857143
"MONCLOVA, COAH.",151901,,16,0,0,16,5,0.3125
"GOMEZ PAL, DGO.",200313,,16,0,0,16,5,0.3125
"GOMEZ PAL, DGO.",200313,GPLC EMBARQUES I,13,0,0,16,5,0.3125
"GOMEZ PAL, DGO.",200314,GPLC TALLER D SERVICIOS 2,15,1,0.06666666666666667,16,5,0.3125
"MONCLOVA, COAH.",151901,MNCV DISTRIBUCION,16,0,0,16,5,0.3125
IZTAPALAPA D.F.,211101,IZTP TALLER AUTOMOTRIZ,17,0,0,16,5,0.3125
CULIACAN SIN.,215101,,11,0,0,16,5,0.3125
CUAUTITLAN IZCA,201317,,15,0,0,16,5,0.3125
TEXCOCO EDO MEX,218224,TXCC HABILITADO,29,0,0,29,9,0.3103448275862069
"LOS MOCHIS, SIN",150601,LMCH DISTRIBUCION,14,0,0,13,4,0.3076923076923077
CUAUTITLAN IZCA,201311,CTLZ EMBARQUES I,12,0,0,13,4,0.3076923076923077
"MERIDA, YUCATAN",201713,,12,0,0,13,4,0.3076923076923077
"PUEBLA, PUEBLA.",200824,PBLA TRASLADO,13,0,0,13,4,0.3076923076923077
VERACRUZ VER,217106,,10,0,0,13,4,0.3076923076923077
VERACRUZ VER,217109,,12,1,0.08333333333333333,13,4,0.3076923076923077
CUAUTITLAN IZCA,201311,,12,0,0,13,4,0.3076923076923077
VILLAHERMOSA,156702,,13,1,0.07692307692307693,13,4,0.3076923076923077
"MEXICALI, BCN.",150701,MXLI EMBARQUES I,11,0,0,13,4,0.3076923076923077
"GOMEZ PAL, DGO.",200324,,9,0,0,10,3,0.3
"MERIDA, YUCATAN",201719,MRDA PISO,10,0,0,10,3,0.3
"LOS MOCHIS, SIN",201517,LMCH PISO,8,1,0.125,10,3,0.3
CUAUTITLAN IZCA,201322,CTLZ OPERACION EQ TRANSPORTE,43,2,0.046511627906976744,40,12,0.3
SAN LUIS RIO CO,151101,,10,0,0,10,3,0.3
"MEXICALI, BCN.",201411,,8,0,0,10,3,0.3
"MERIDA, YUCATAN",201719,,10,0,0,10,3,0.3
CHILPANCINGO GR,158102,,24,0,0,20,6,0.3
"IXTAPALUCA, E.M",201609,,8,0,0,10,3,0.3
GUADALAJARA JAL,200612,GDLJ TALLER DE SERVICIOS 3,8,1,0.125,10,3,0.3
SAN LUIS RIO CO,151101,SNRC DISTRIBUCION,10,0,0,10,3,0.3
GUADALAJARA JAL,200612,,8,0,0,10,3,0.3
GUADALAJARA JAL,215611,,10,0,0,10,3,0.3
CULIACAN SIN.,200134,,10,0,0,10,3,0.3
CULIACAN SIN.,200145,,11,0,0,10,3,0.3
CULIACAN SIN.,200145,CLCN ESTACION RAC,11,0,0,10,3,0.3
VILLAHERMOSA,211002,VLLH HABILITADO MOTOS,10,0,0,10,3,0.3
VILLAHERMOSA,211002,,10,0,0,10,3,0.3
"HERMOSILLO, SON",215908,HLLO PICKING COLGADO,20,0,0,20,6,0.3
"MEXICALI, BCN.",150702,,27,0,0,27,8,0.2962962962962963
"MERIDA, YUCATAN",157201,MRDA DISTRIBUCION,17,1,0.058823529411764705,17,5,0.29411764705882354
IZTAPALAPA D.F.,211101,,16,0,0,17,5,0.29411764705882354
CUAUTITLAN IZCA,216807,CTLZ PICKING COLGADO,17,1,0.058823529411764705,17,5,0.29411764705882354
CUAUTITLAN IZCA,201307,CTLZ TALLER SERVICIO1,16,1,0.0625,17,5,0.29411764705882354
CULIACAN SIN.,215101,CLCN PICKING ZAPATO,11,0,0,17,5,0.29411764705882354
CUAUTITLAN IZCA,216808,,18,0,0,17,5,0.29411764705882354
"MEXICALI, BCN.",215205,,41,3,0.07317073170731707,41,12,0.2926829268292683
CULIACAN SIN.,215114,,22,1,0.045454545454545456,24,7,0.2916666666666667
"XOCHIMILCO, D.F",159901,XOCH DISTRIBUCION,31,1,0.03225806451612903,31,9,0.2903225806451613
TLAQUEPAQUE,202207,,31,1,0.03225806451612903,31,9,0.2903225806451613
"PALENQUE, CHIAPAS",163501,,7,0,0,7,2,0.2857142857142857
"OCOSINGO, CHIAPAS",167601,,8,0,0,7,2,0.2857142857142857
"TOLUCA, EDO MEX",202120,,6,0,0,7,2,0.2857142857142857
"TOLUCA, EDO MEX",153205,,15,1,0.06666666666666667,14,4,0.2857142857142857
"TOLUCA, EDO MEX",217804,,28,0,0,28,8,0.2857142857142857
"GOMEZ PAL, DGO.",215807,GPLC PICKING ZAPATO,14,0,0,14,4,0.2857142857142857
"SALAMANCA, GTO",160401,,7,0,0,7,2,0.2857142857142857
"CUAUTLANCINGO, PUE",201211,,6,1,0.16666666666666666,7,2,0.2857142857142857
TEXCOCO EDO MEX,218202,#N/A,7,0,0,7,2,0.2857142857142857
"GUADALUPE, N.L.",200532,,13,1,0.07692307692307693,14,4,0.2857142857142857
LAGOS DE MORENO,166802,LMRN DISTRIBUCION,7,0,0,7,2,0.2857142857142857
"SALAMANCA, GTO",160401,SLMC DISTRIBUCION,7,0,0,7,2,0.2857142857142857
SAN LUIS POTOSI,212202,#N/A,9,0,0,7,2,0.2857142857142857
"LA PAZ, BCS",216501,,6,1,0.16666666666666666,7,2,0.2857142857142857
LAGOS DE MORENO,166802,,7,0,0,7,2,0.2857142857142857
"ACAMBARO, GTO",158802,,13,1,0.07692307692307693,14,4,0.2857142857142857
IZTAPALAPA D.F.,201012,,7,0,0,7,2,0.2857142857142857
"IGUALA,GUERRERO",163901,,7,0,0,7,2,0.2857142857142857
IZTAPALAPA D.F.,201012,IZTP OFICINA CONTROL,7,0,0,7,2,0.2857142857142857
"HERMOSILLO, SON",210401,,13,2,0.15384615384615385,14,4,0.2857142857142857
"IGUALA,GUERRERO",163901,IGLA DISTRIBUCION,7,0,0,7,2,0.2857142857142857
"GUADALUPE, N.L.",200532,GDLP RACK,14,1,0.07142857142857142,14,4,0.2857142857142857
"SANTIAGO, IXC",152401,,6,1,0.16666666666666666,7,2,0.2857142857142857
"CD JUAREZ, CHIU",215405,,14,0,0,14,4,0.2857142857142857
"OCOSINGO, CHIAPAS",167601,OCSG DISTRIBUCION,8,0,0,7,2,0.2857142857142857
"PALENQUE, CHIAPAS",163501,PLNQ DISTRIBUCION,7,0,0,7,2,0.2857142857142857
"XOCHIMILCO, D.F",159901,,32,0,0,32,9,0.28125
VILLAHERMOSA,216202,VLLH ZAPATERIA,25,1,0.04,25,7,0.28
BENITO JUAREZ QROO,217001,CNCN BODEGA,25,1,0.04,25,7,0.28
VILLAHERMOSA,216202,,23,2,0.08695652173913043,25,7,0.28
"NUEVO LAREDO, T",216001,NLRD COLGADO,43,1,0.023255813953488372,43,12,0.27906976744186046
ZUMPANGO EDO MEXICO,160501,,16,2,0.125,18,5,0.2777777777777778
VERACRUZ VER,217107,,18,0,0,18,5,0.2777777777777778
"MONTERREY, N.L.",200510,MTRY TALLER DE SERVICIO 3,19,0,0,18,5,0.2777777777777778
"MEXICALI, BCN.",150709,MXLI IMP DESCARGA IMPORTACION,30,0,0,29,8,0.27586206896551724
"MINATITLAN, VER",156101,,10,0,0,11,3,0.2727272727272727
VERACRUZ VER,217103,VRCZ DOBLADO,22,0,0,22,6,0.2727272727272727
CULIACAN SIN.,200116,CLCN OFICINA CONTROL,11,0,0,11,3,0.2727272727272727
"DELICIAS, CHIU.",152301,DLCS DISTRIBUCION,11,0,0,11,3,0.2727272727272727
"TOLUCA, EDO MEX",153202,TOLC DISTRIBUCION II,25,0,0,22,6,0.2727272727272727
S LUIS DE LA PAZ GTO,165001,,11,0,0,11,3,0.2727272727272727
"JOJUTLA, MORELOS",167301,,11,0,0,11,3,0.2727272727272727
"HERMOSILLO, SON",200213,,11,0,0,11,3,0.2727272727272727
VERACRUZ VER,217103,,20,1,0.05,22,6,0.2727272727272727
TLAQUEPAQUE,218106,,22,1,0.045454545454545456,22,6,0.2727272727272727
"IXTAPALUCA, E.M",201609,IXTP TALLER DE SERVICIOS 2,8,0,0,11,3,0.2727272727272727
"HERMOSILLO, SON",200213,HLLO EMBARQUES I,11,0,0,11,3,0.2727272727272727
"MEXICALI, BCN.",201411,MXLI RACK,8,0,0,11,3,0.2727272727272727
"PUEBLA, PUEBLA.",216103,,26,0,0,26,7,0.2692307692307692
"TULA, HIDALGO",159701,TULA DISTRIBUCION,27,0,0,26,7,0.2692307692307692
"CORDOBA, VER.",154301,CRDB DISTRIBUCION,31,1,0.03225806451612903,26,7,0.2692307692307692
"PUEBLA, PUEBLA.",216107,PBLA PICKING COLGADO,26,0,0,26,7,0.2692307692307692
"PUEBLA, PUEBLA.",216103,PBLA COLGADO II,26,0,0,26,7,0.2692307692307692
"TULA, HIDALGO",159701,,26,2,0.07692307692307693,26,7,0.2692307692307692
"GOMEZ PAL, DGO.",215810,,15,1,0.06666666666666667,15,4,0.26666666666666666
TEXCOCO EDO MEX,218216,,16,2,0.125,15,4,0.26666666666666666
"TECAMAC, EDO ME",217411,,30,1,0.03333333333333333,30,8,0.26666666666666666
"DOLORES HIDALGO,GTO",163401,DHGO DISTRIBUCION,15,0,0,15,4,0.26666666666666666
"TECAMAC, EDO ME",217411,TCMC CALIDAD,29,0,0,30,8,0.26666666666666666
"MERIDA, YUCATAN",218005,,15,1,0.06666666666666667,15,4,0.26666666666666666
"DOLORES HIDALGO,GTO",163401,,15,0,0,15,4,0.26666666666666666
JIUTEPEC MORELO,161901,,16,1,0.0625,15,4,0.26666666666666666
CUAUTITLAN IZCA,216803,CTLZ COLGADO I,13,0,0,15,4,0.26666666666666666
JIUTEPEC MORELO,161901,JUTP DISTRIBUCION,17,0,0,15,4,0.26666666666666666
